,Title,Director,Cast,id,genres,imdb_id,original_language,overview,popularity,poster_path,release_date,runtime,title,vote_average,vote_count
846,Table No. 21,Aditya Datt,"Paresh Rawal, Rajeev Khandelwal, Tina Desai",157129.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",tt2229842,hi,"A couple live a mediocre life and are thrilled to have won an exotic vacation to Fiji & their excitement increases when they get a chance to play ""Tell all truth"" game for a mind boggling prize money. The game begins and the couple discovers that the game isn't really a game, but is a game of survival.",5.792,/nTchGUCfHrjvVYmps9a7hDQbHl2.jpg,2013-01-03,108,Table No. 21,6.3,55
847,Dehraadun Diary,Milind Ukey,"Adhyayan Suman, Rohit Bakshi, Ragini Nandwani, Ashwini Kalsekar, Rati Agnihotri",162086.0,"[{'id': 53, 'name': 'Thriller'}]",tt2613942,hi,"In the era of large scale corruption, where everyone seated on a chair that holds power is neck deep in corruption, exist unlikely heroes",0.6,/aun7v46MMgUWTXF9kYjxGiZyK0y.jpg,2013-01-04,110,Dehraadun Diary,5.0,1
848,Matru Ki Bijlee Ka Mandola,Vishal Bhardwaj,"Imran Khan, Anushka Sharma, Pankaj Kapur",139521.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt2106537,hi,"Harry is an industrialist who loves his daughter Bijlee, and the bond they share with Harry's man friday, Matru. Bijlee's plan to wed the son of a politician, however, brings twists and turns in the lives of Matru, Bijlee and Mandola.",4.668,/bUc4nB4FgGFrwhhFlmUlvspa1RN.jpg,2013-01-10,151,Matru Ki Bijlee Ka Mandola,5.6,37
849,Inkaar,Sudhir Mishra,"Arjun Rampal, Chitrangada Singh, Deepti Naval, Kanwaljit Singh",161468.0,[],tt2094854,hi,"At a leading ad agency, the battle for the top job between Rahul Verma, the advertising CEO, and Maya Luthra, his ambitious protégée, takes an ugly turn when Maya files a sexual harassment complaint against Rahul.",2.568,/nUKuIHr739jjBfqTmCO1HH94gCt.jpg,2013-01-18,133,Inkaar,5.5,20
850,Mumbai Mirror,Ankush Bhatt,"Sachiin Joshi, Gihana Khan, Prakash Raj",162090.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",tt2633826,hi,"Being a police officer in this big-bad city called Mumbai can be quite some task. Mumbai, contrary to the other parts of the country, works on its own unique little philosophy...",0.6,/jqF9RHSD5blpvIo6PUwBHIQHaZO.jpg,2013-01-18,136,Mumbai Mirror,7.0,1
851,Race 2,Abbas–Mustan,"Saif Ali Khan, Jacqueline Fernandez, John Abraham, Deepika Padukone, Anil Kapoor, Ameesha Patel",44749.0,"[{'id': 53, 'name': 'Thriller'}]",tt1375789,hi,"Ranveer Singh (Saif Ali Khan) travels to exotic locales and confronts the Turkish mafia on a mission to avenge the death of his lover Sonia in this action-packed sequel. In the process of seeking her killers, Ranveer crosses Armaan Mallick (John Abraham) and Aleena (Deepika Padukone) -- two of the most feared figures in the Turkish underworld. Meanwhile, Ranveer's loyal friend RD (Anil Kapoor) and his new partner Cherry (Amisha Patel) offer a helping hand in a world where love is cheap and trust is a luxury most agents can't afford.",8.253,/tUe3rzMvVsbi63z3EKA8egjFBv8.jpg,2013-01-25,150,Race 2,5.5,87
852,Akaash Vani,Luv Ranjan,"Kartik Tiwari, Nushrat Bharucha",181462.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",tt2423132,hi,"Akaash Vani is a romance film directed by Luv Ranjan, and produced by Kumar Mangat Pathak and Abhishek Pathak under the banner Wide Frame Pictures. After the cult hit Pyaar Ka Punchnama, AkaashVani is the second film from this producer-director duo.",2.056,/p6Bi6Xm3VhfkHkdyRqRRX76H2Jj.jpg,2013-01-24,0,Akaash Vani,5.8,9
853,Main Krishna Hoon,Animation/Musical,"Hrithik Roshan, Juhi Chawla, Rajneesh Duggal, Misti Mukherjee, Katrina Kaif",198556.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",tt1855268,hi,"In answer to an orphan boy's prayers, the divine Lord Krishna comes to Earth, befriends the boy, and helps him find a loving family.",1.317,/4fddOiJPp4Mf0jFXcp2WE8qvNW2.jpg,2013-01-25,135,Main Krishna Hoon,7.0,1
854,Deewana Main Deewana,K.C. Bokadia,"Govinda, Priyanka Chopra",170241.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",tt2361022,hi,"Govinda plays role of a person who is an easy going person and Priyanka enters his life. He wants to win her over and for this he keeps making one after another mistake. In order to impress her, he tells many lies and she starts hating him.  This film is remake of successful Tamil film ""Priyamudan"" directed by Vincent Selva.",2.293,/6G1iMFCIpm8xhnzTB1DviyYG29g.jpg,2013-02-01,107,Deewana Main Deewana,5.0,4
855,David,Bejoy Nambiar,"Vikram, Lara Dutta, Vinay Virmani, Neil Nitin Mukesh, Tabu",161040.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt2358412,hi,"The story is about two Davids living in different parts of India whose lives eventually come together in a twist of events., who are about to take a step which is going to change their lives forever.",3.865,/8IxwMQCgL7kDfOF0cjOAqX5c7ki.jpg,2013-02-01,155,David,5.8,18
856,Listen... Amaya,Avinash Kumar Singh,"Farooq Sheikh, Deepti Naval, Swara Bhaskar",224471.0,"[{'id': 18, 'name': 'Drama'}]",tt2224313,hi,"""Book a coffee"", is an offbeat library cum coffee shop. It is owned and run by Leela Krishnamoorthy, a middle aged widow. She herself is as interesting and free spirited as the café she runs! Amaya, Leelas only child is a fire-brand 22 year-old writer; quick witted, confident and open-minded. They adore each other as only mother daughter can.",0.6,/5T8raFEm9pHJhBD406qHlCWD7xV.jpg,2013-02-01,108,Listen...Amaya,7.0,3
857,Special 26,Neeraj Pandey,"Akshay Kumar, Kajal Aggarwal, Manoj Bajpayee, Anupam Kher, Jimmy Sheirgill[20]",165904.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt2377938,hi,"In the early 1980s in India, a group of con artists rob well-known businessmen and politicians by posing as officers of the Central Bureau of Intelligence or income tax officials. The gang stages fake raids during which they steal great amounts of money from their targets.",8.389,/cOo6lOiZXO0zldPKsih9asKPWDo.jpg,2013-02-07,144,Special 26,7.3,166
858,ABCD: Any Body Can Dance,Remo D'Souza,"Prabhu Deva, Ganesh Acharya, Kay Kay Menon, Lauren Gottlieb, Punit Pathak, Dharmesh Yelande, Salman Yusuff Khan",157293.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",tt2321163,hi,"When a capable dancer is provoked by the evil design of his employer, naturally he will be out to prove his mettle.",4.83,/6d10bDZIg8vQNnzSn9wAu4KD8hc.jpg,2013-02-07,136,ABCD,6.0,43
859,Jayantabhai Ki Luv Story,Vinnil Markan,"Vivek Oberoi, Neha Sharma[22]",189542.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt2622130,hi,"A street thug with a soft heart and a young, hot-headed former company executive end up as neighbours.",2.011,/ywbYwfKoY8WZYHLJLHn2btlJoD.jpg,2013-02-15,130,Jayantabhai Ki Luv Story,4.5,8
860,Murder 3,Vishesh Bhatt,"Randeep Hooda, Aditi Rao Hydari, Sara Loren",168114.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",tt2429640,hi,"A hot-shot fashion and wildlife photographer Vikram gets into a relationship with Nisha. She moves in with him in his palatial house outside of the city. The old world house, made decades ago is as beautiful as it is scary. It holds many secrets which Nisha is soon to unearth; of the life of the man who made it and of Vikram, who is dealing with the mysterious disappearance of his former girlfriend Roshni",3.377,/k5GYZGy27M7V1N1sTgZw1IsuUym.jpg,2013-02-14,124,Murder 3,3.7,23
861,Kai Po Che!,Abhishek Kapoor,"Sushant Singh Rajput, Rajkumar Rao, Amit Sadh, Amrita Puri",168245.0,"[{'id': 18, 'name': 'Drama'}]",tt2213054,hi,Three friends growing up in India at the turn of the millennium set out to open a training academy to produce the country's next cricket stars.,6.363,/cAlv5vmDXzpVmTCk4DmggUbW7cd.jpg,2013-02-13,126,Kai Po Che!,6.9,110
862,Zila Ghaziabad,Anand Kumar,"Arshad Warsi, Vivek Oberoi, Sanjay Dutt, Minissha Lamba, Ravi Kishan, Paresh Rawal",168243.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt2171454,hi,"In the city of Ghaziabad, gang war breaks between two rival groups led by Satbir Singh and Fauji. Thakur Pritam Singh, a corrupt police officer, is transferred to the city to handle the situation.",2.313,/gUAbhLz7IqztYs7kSTeaAR2qPoP.jpg,2013-02-22,132,Zila Ghaziabad,4.2,13
863,"I, Me Aur Main",Kapil Sharma,"John Abraham, Prachi Desai, Chitrangda Singh",171767.0,"[{'id': 18, 'name': 'Drama'}]",tt2064816,hi,"As Ishaan, a music producer who takes advantage of the women in his life, feels a connection with Gauri, his new next-door neighbor, he begins to learn the importance of friendship - causing him to work to repair his relationships.",1.587,/c0L7Rke5Rm86CCiSkuR4sSOnCiX.jpg,2013-03-01,108,"I, Me aur Main",4.6,11
864,Bloody Isshq,Arup Dutta,"Akash Singh, Shilpa Anand, Tripta Parashar",326490.0,"[{'id': 10749, 'name': 'Romance'}]",tt2404187,hi,The story revolves around the three characters and showcases the love trap which Nirvaan throws for Natasha hiding the fact that he is married to Radhika. The love mystery unravels as destiny has something else planned for Nirvaan.,0.6,/sSLwbzwHhPSlpCCtHCEwttFAHmT.jpg,2013-03-01,148,Bloody Isshq,4.0,1
865,The Attacks of 26/11,Ram Gopal Varma,Nana Patekar,171879.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",tt2635622,hi,"The real-life story of eight Pakistani terrorists, who sail to Mumbai and wage war on the populace for the next 24 hours.",3.153,/peDKpbfsQ4YdWjUllEQrUbGJLQW.jpg,2013-03-01,116,The Attacks Of 26/11,7.1,24
866,"Saheb, Biwi Aur Gangster Returns",Tigmanshu Dhulia,"Jimmy Sheirgill, Mahie Gill, Irrfan Khan, Soha Ali Khan",172817.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",tt2362778,hi,"The Royal Scandal, the war for power and fight for money continues with the return of Saheb Biwi Aur Gangster. Aditya Pratap Singh (Jimmy Sheirgill) is crippled and is trying to recover from the physical disability and his wifes betrayal. The lover cum seductress Madhavi Devi (Mahie Gill) is now an MLA, her relationship with Aditya may have broken to shambles but her relation with alcohol is deep, dark and daunting. Indarjeet Singh, a ragged prince who has lost everything but his pride, pledges to get back his familys respect which was once destroyed by Adityas ancestors. Ranjana is a modern ambitious girl who is madly in love with Indarjeet Singh (Irrfan Khan). The story takes a new turn when Aditya falls in love with Ranjana and forces Birendra (Raj Babbar) her father, for their marriage. In this game of live chess between Saheb, Biwi and Gangster, the winner, the survivor takes it all.",2.404,/qes6QOwFt3QjAuVaJM8LaVJ9tRh.jpg,2013-03-08,142,Saheb Biwi Aur Gangster Returns,6.9,24
867,Saare Jahaan Se Mehnga,Anshul Sharma,"Sanjay Mishra, Ranjan Chhabra, Disha Pandey, Vishwa Mohan Badola, Pramod Pathak, Zakir Hussain",247472.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt2857500,hi,"A satire on inflation-hit middle-class Indian family from a small city in North India. The story revolves around our protagonist who is struggling to survive in this spiraling inflation and how he comes up with a solution to battle it, only to find himself in an even bigger mess due to their innocence and naivety.",1.924,/gEqSOypPdbcpNkY3S7I17XKGWCc.jpg,2013-03-08,120,Saare Jahaan Se Mehnga,7.0,6
868,3G - A Killer Connection,"Shantanu, Sheershak Anand","Neil Nitin Mukesh, Sonal Chauhan",178476.0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt2404519,hi,"When Sam and Sheena are on vacation in the Fiji Islands, Sam buys a 3G enabled phone. Unforeseen events take place after he starts receiving unknown calls and finds his life at risk.",0.89,/9W0BufWYb6liaiAwIKGw4uwNgeY.jpg,2013-03-14,124,3G,3.6,9
869,Mere Dad Ki Maruti,Ashima Chibber,"Saqib Saleem, Ram Kapoor, Rhea Chakraborty, Prabal Panjabi",179711.0,"[{'id': 35, 'name': 'Comedy'}]",tt2323964,hi,"Twenty-something Sameer is a brat who thinks he can get away with anything. When he lands a lucky date with 'Chandigarh Ki Shakira', Jasleen, he decides to sneak out his Dad's brand new Maruti without a second thought. After a mad night at a pub, a fun drive around the famous Gehri route and one peck on the cheek, Sameer ends up losing the car. The car was meant to be a gift for his sister on her wedding and is probably the only thing his stingy dad, Tej Khullar ever spent money on. With only three days to find it, he must ensure his dad doesn't get a whiff of what he has done. Else, he will be turned into butter chicken. Sameer's life will be turned upside down as he comes face-to-face with some insane characters like a Bhai from chor bazaar, an old man with a rifle pointed at his nose and of course, the Chandigarh cops.",1.597,/xzJIm62ZMewLP5sweQoRqAuVXhP.jpg,2013-03-15,101,Mere Dad Ki Maruti,6.3,19
870,Rangrezz,Priyadarshan,"Jackky Bhagnani, Priya Anand, Rajpal Yadav, Evelyn Sharma",179656.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",tt2706264,hi,"A man, with the help of his two best friends, helps his third friend to elope with his lover. However, when the couple parts ways, they decide to teach them a lesson.",1.635,/r3heuEPCiyT4SyXjP2zfB5J5uPV.jpg,2013-03-21,143,Rangrezz,5.5,5
871,Himmatwala,Sajid Khan,"Ajay Devgn, Tamannaah, Mahesh Manjrekar, Riteish Deshmukh",231785.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0187150,hi,"A poor and wronged woman's son returns from the big city to avenge his father, a honest school teacher.",1.796,/9TXrTPi2SQR4rjUOG4UdECtW61s.jpg,1983-01-15,179,Himmatwala,4.3,3
872,Chashme Baddoor,David Dhawan,"Ali Zafar, Siddharth, Taapsee Pannu, Divyendu Sharma[37]",180853.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt2229848,hi,"Seema rejects six marriage proposals set by her father and leaves for Goa. After Jai and Omi fail to impress her, they come up with a cruel plan when they realise that their friend Sid is dating her.",2.039,/aqTXvi4Jp1BuhJhQ9fyxzgvizFM.jpg,2013-04-05,120,Chashme Baddoor,4.5,22
873,Nautanki Saala,Rohan Sippy,"Ayushmann Khurrana, Kunaal Roy Kapur, Pooja Salvi, Evelyn Sharma[38]",184793.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt2341766,hi,"Ram, a successful theatre artist, saves Mandar from committing suicide. He then ends up developing a special bond with Mandar and even helps solve his problems.",2.648,/tXhlHif5waKYau71u89ALTNhrlX.jpg,2013-04-12,130,Nautanki Saala!,5.3,21
874,Commando: A One Man Army,Dilip Ghosh,"Vidyut Jamwal, Pooja Chopra, Jaideep Ahlawat[39]",185640.0,"[{'id': 28, 'name': 'Action'}]",tt2658126,hi,A disavowed Indian commando helps protect a woman from a local thug who is hellbent on forcing her to marry him.,6.022,/atBgLfwxFERXExObsqK1jFoCTZ.jpg,2013-04-11,119,Commando - A One Man Army,6.2,35
875,Ek Thi Daayan,Kannan Iyer,"Emraan Hashmi, Huma Qureshi, Konkona Sen Sharma, Kalki Koechlin[40]",186747.0,"[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",tt2406676,hi,A popular magician seeks help from a psychiatrist to protect him from a witch that has haunted him since childhood.,3.017,/8ocg6GCtxuvyj5sMzIp7lwSpjEp.jpg,2013-04-18,135,Ek Thi Daayan,5.2,23
876,Aashiqui 2,Mohit Suri,"Aditya Roy Kapur, Shraddha Kapoor, Shaad Randhawa[41]",192558.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt2203308,hi,"A young woman meets a failing musician who launches her singing career, but their relationship is doomed when people assume he's with her for her fame and fortune.",9.791,/lMblq8xcQIRRIVdaMg1XC283gU0.jpg,2013-04-26,132,Aashiqui 2,6.9,127
877,Shree,Rajesh Bachchani,"Hussain Kuwajerwala, Paresh Ganatra, Anjali Patil[42]",48929.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",tt0048613,hi,"The story of a small-town man who comes to make it big in the city, where he is almost instantly relieved of all his possessions. Homeless and penniless, he is taken in by a woman who looks after him.",6.614,/5GJE1pS3tk0NT6wnXbIhL0fgf4b.jpg,1955-09-06,168,Shree 420,7.6,16
878,Shootout at Wadala,Sanjay Gupta,"John Abraham, Anil Kapoor, Kangana Ranaut, Manoj Bajpayee, Sonu Sood, Tushar Kapoor, Ronit Roy, Mahesh Manjrekar, Karan Patel, Jackie Shroff, Raju Kher[43]",188640.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",tt2301155,hi,"The first-ever registered encounter by the Mumbai Police, which took place on November 1, 1982.",0.6,/qFcNJCXd2G18ngq4rFq601MbqbZ.jpg,2013-05-03,150,Shootout at Wadala,5.9,26
879,Bombay Talkies,"Anurag Kashyap, Karan Johar, Zoya Akhtar, Dibakar Banerjee","Rani Mukerji, Nawazuddin Siddiqui, Randeep Hooda, Saqib Saleem, Sadashiv Amrapurkar, Katrina Kaif[44]",190940.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt2797242,hi,One hundred years of Hindi cinema is celebrated in four short stories showcasing the power of film.,6.28,/jToHRUGY86MVkloVFgKVD090j90.jpg,2013-05-03,127,Bombay Talkies,6.3,50
